time_hr,usable_total,label_0_count,label_1_count,label_0_frac,label_1_frac
12.0,14,10,4,0.7142857142857143,0.2857142857142857
12.166666666666666,14,10,4,0.7142857142857143,0.2857142857142857
12.333333333333334,15,11,4,0.7333333333333333,0.26666666666666666
12.5,15,11,4,0.7333333333333333,0.26666666666666666
12.666666666666666,16,12,4,0.75,0.25
12.833333333333334,16,12,4,0.75,0.25
13.0,16,12,4,0.75,0.25
13.166666666666666,16,12,4,0.75,0.25
13.333333333333334,16,12,4,0.75,0.25
13.5,16,12,4,0.75,0.25
13.666666666666666,16,12,4,0.75,0.25
13.833333333333334,17,13,4,0.7647058823529411,0.23529411764705882
14.0,18,13,5,0.7222222222222222,0.2777777777777778
14.166666666666666,18,13,5,0.7222222222222222,0.2777777777777778
14.333333333333332,20,15,5,0.75,0.25
14.5,21,16,5,0.7619047619047619,0.23809523809523808
14.666666666666666,21,16,5,0.7619047619047619,0.23809523809523808
14.833333333333332,21,16,5,0.7619047619047619,0.23809523809523808
15.0,22,16,6,0.7272727272727273,0.2727272727272727
15.166666666666666,22,16,6,0.7272727272727273,0.2727272727272727
15.333333333333332,22,16,6,0.7272727272727273,0.2727272727272727
15.5,24,18,6,0.75,0.25
15.666666666666666,24,18,6,0.75,0.25
15.833333333333332,24,18,6,0.75,0.25
16.0,25,18,7,0.72,0.28
16.166666666666664,25,18,7,0.72,0.28
16.333333333333332,27,20,7,0.7407407407407407,0.25925925925925924
16.5,27,20,7,0.7407407407407407,0.25925925925925924
16.666666666666664,27,20,7,0.7407407407407407,0.25925925925925924
16.833333333333332,27,20,7,0.7407407407407407,0.25925925925925924
17.0,27,20,7,0.7407407407407407,0.25925925925925924
17.166666666666664,28,21,7,0.75,0.25
17.333333333333332,28,21,7,0.75,0.25
17.5,28,21,7,0.75,0.25
17.666666666666664,28,21,7,0.75,0.25
17.833333333333332,29,22,7,0.7586206896551724,0.2413793103448276
18.0,29,22,7,0.7586206896551724,0.2413793103448276
18.166666666666664,29,22,7,0.7586206896551724,0.2413793103448276
18.333333333333332,29,22,7,0.7586206896551724,0.2413793103448276
18.5,29,22,7,0.7586206896551724,0.2413793103448276
18.666666666666664,29,22,7,0.7586206896551724,0.2413793103448276
18.833333333333332,29,22,7,0.7586206896551724,0.2413793103448276
19.0,29,22,7,0.7586206896551724,0.2413793103448276
19.166666666666664,30,23,7,0.7666666666666667,0.23333333333333334
19.333333333333332,32,24,8,0.75,0.25
19.5,33,25,8,0.7575757575757576,0.24242424242424243
19.666666666666664,34,26,8,0.7647058823529411,0.23529411764705882
19.833333333333332,34,26,8,0.7647058823529411,0.23529411764705882
20.0,34,26,8,0.7647058823529411,0.23529411764705882
20.166666666666664,34,26,8,0.7647058823529411,0.23529411764705882
20.333333333333332,34,26,8,0.7647058823529411,0.23529411764705882
20.5,34,26,8,0.7647058823529411,0.23529411764705882
20.666666666666664,35,27,8,0.7714285714285715,0.22857142857142856
20.833333333333332,35,27,8,0.7714285714285715,0.22857142857142856
21.0,35,27,8,0.7714285714285715,0.22857142857142856
21.166666666666664,37,29,8,0.7837837837837838,0.21621621621621623
21.333333333333332,38,30,8,0.7894736842105263,0.21052631578947367
21.5,38,30,8,0.7894736842105263,0.21052631578947367
21.666666666666664,38,30,8,0.7894736842105263,0.21052631578947367
21.833333333333332,38,30,8,0.7894736842105263,0.21052631578947367
22.0,38,30,8,0.7894736842105263,0.21052631578947367
22.166666666666664,39,31,8,0.7948717948717948,0.20512820512820512
22.333333333333332,39,31,8,0.7948717948717948,0.20512820512820512
22.5,40,32,8,0.8,0.2
22.666666666666664,40,32,8,0.8,0.2
22.833333333333332,40,32,8,0.8,0.2
23.0,41,33,8,0.8048780487804879,0.1951219512195122
23.166666666666664,42,34,8,0.8095238095238095,0.19047619047619047
23.333333333333332,42,34,8,0.8095238095238095,0.19047619047619047
23.5,42,34,8,0.8095238095238095,0.19047619047619047
23.666666666666664,45,36,9,0.8,0.2
23.833333333333332,45,36,9,0.8,0.2
24.0,45,36,9,0.8,0.2
24.166666666666664,46,36,10,0.782608695652174,0.21739130434782608
24.333333333333332,46,36,10,0.782608695652174,0.21739130434782608
24.5,46,36,10,0.782608695652174,0.21739130434782608
24.666666666666664,46,36,10,0.782608695652174,0.21739130434782608
24.833333333333332,46,36,10,0.782608695652174,0.21739130434782608
25.0,46,36,10,0.782608695652174,0.21739130434782608
25.166666666666664,46,36,10,0.782608695652174,0.21739130434782608
25.333333333333332,46,36,10,0.782608695652174,0.21739130434782608
25.5,46,36,10,0.782608695652174,0.21739130434782608
25.666666666666664,46,36,10,0.782608695652174,0.21739130434782608
25.833333333333332,46,36,10,0.782608695652174,0.21739130434782608
26.0,46,36,10,0.782608695652174,0.21739130434782608
26.166666666666664,46,36,10,0.782608695652174,0.21739130434782608
26.333333333333332,47,37,10,0.7872340425531915,0.2127659574468085
26.5,48,37,11,0.7708333333333334,0.22916666666666666
26.666666666666664,48,37,11,0.7708333333333334,0.22916666666666666
26.833333333333332,48,37,11,0.7708333333333334,0.22916666666666666
27.0,48,37,11,0.7708333333333334,0.22916666666666666
27.166666666666664,48,37,11,0.7708333333333334,0.22916666666666666
27.333333333333332,48,37,11,0.7708333333333334,0.22916666666666666
27.5,48,37,11,0.7708333333333334,0.22916666666666666
27.666666666666664,49,38,11,0.7755102040816326,0.22448979591836735
27.833333333333332,49,38,11,0.7755102040816326,0.22448979591836735
28.0,50,39,11,0.78,0.22
28.166666666666664,50,39,11,0.78,0.22
28.333333333333332,51,40,11,0.7843137254901961,0.21568627450980393
28.5,51,40,11,0.7843137254901961,0.21568627450980393
28.666666666666664,51,40,11,0.7843137254901961,0.21568627450980393
28.833333333333332,52,40,12,0.7692307692307693,0.23076923076923078
29.0,52,40,12,0.7692307692307693,0.23076923076923078
29.166666666666664,52,40,12,0.7692307692307693,0.23076923076923078
29.333333333333332,52,40,12,0.7692307692307693,0.23076923076923078
29.5,53,41,12,0.7735849056603774,0.22641509433962265
29.666666666666664,53,41,12,0.7735849056603774,0.22641509433962265
29.833333333333332,53,41,12,0.7735849056603774,0.22641509433962265
30.0,53,41,12,0.7735849056603774,0.22641509433962265
30.166666666666664,53,41,12,0.7735849056603774,0.22641509433962265
30.333333333333332,53,41,12,0.7735849056603774,0.22641509433962265
30.5,53,41,12,0.7735849056603774,0.22641509433962265
30.666666666666664,53,41,12,0.7735849056603774,0.22641509433962265
30.833333333333332,54,42,12,0.7777777777777778,0.2222222222222222
31.0,54,42,12,0.7777777777777778,0.2222222222222222
31.166666666666664,54,42,12,0.7777777777777778,0.2222222222222222
31.333333333333332,54,42,12,0.7777777777777778,0.2222222222222222
31.5,54,42,12,0.7777777777777778,0.2222222222222222
31.666666666666664,54,42,12,0.7777777777777778,0.2222222222222222
31.833333333333332,54,42,12,0.7777777777777778,0.2222222222222222
32.0,54,42,12,0.7777777777777778,0.2222222222222222
