block_end_hr,feature_index,feature,importance,norm_importance
48,67,deltaalphamin,7.88069337431807e-06,0.001869260851385686
48,68,thetaalphamin,4.98285262438003e-05,0.011819075932241801
48,69,deltathetastd,7.38151766199735e-06,0.0017508588818274644
48,70,deltaalphastd,3.6129179079580354e-06,0.0008569659652822895
48,71,thetaalphastd,4.610122687154217e-06,0.0010934979258634138
48,72,deltathetapct,4.340134637459414e-06,0.0010294581177316656
48,73,deltaalphapct,4.241102033120114e-06,0.0010059680818287982
48,74,thetaalphapct,5.777278147434117e-06,0.001370341333639198
48,75,meanlogentropy,7.242546416819096e-05,0.017178956010929808
48,76,xcorrmean,1.4808481552108788e-08,3.5124973805010366e-06
48,77,xcorrstd,2.3201067961053923e-05,0.005503176686364808
48,78,corrmean,2.634370139276143e-05,0.006248593538045707
48,79,geomeanamp,7.885392960815807e-08,1.8703755696776762e-05
48,80,harmmeanamp,1.4604363229864248e-07,3.4640815405870436e-05
48,81,meanskewamp,2.105426392517984e-05,0.004993965561245571
48,82,stdskewamp,1.862890349002555e-05,0.0044186822585468456
48,83,overallskewamp,2.794379361148458e-05,0.00662812736850956
48,84,meaniqrchannelamp,1.5816330289908365e-07,3.751554034554684e-05
48,85,overalliqramp,8.094163206351368e-08,1.919894822410634e-05
48,86,avgspectent,5.196576239541173e-05,0.01232601760331261
48,87,sdspectent,4.597974111675285e-06,0.001090616344831867
48,88,pctchangepoint,1.736678859742824e-05,0.004119314950795559
48,89,pctpeakpoint,0.00011946208542212844,0.028335806114750704
48,90,avgspectkurt,5.591526860371232e-05,0.013262820621374438
48,91,sdspectkurt,8.828916907077655e-05,0.0209417470654548
48,92,meanrms,2.2277363598277589e-07,5.284078655064818e-05
48,93,sdrms,1.5996972990706126e-07,3.794401575075705e-05
60,0,SignalSD,5.706877459488169e-08,1.4742642141957052e-05
60,1,lv_l5,2.3217720809043385e-05,0.00599786050549428
60,2,lv_l10,9.345621947431937e-05,0.024142652605224465
60,3,lv_l20,0.00012471566151361912,0.03221794020013238
60,4,SIQ,0.00019904173677787185,0.051418680661367365
60,5,SIQ_delta,0.0004959041252732277,0.1281074827262741
60,6,SIQ_theta,0.000359941681381315,0.0929841483061207
60,7,SIQ_alpha,0.00019612544565461576,0.0506653118232044
60,8,SIQ_beta,0.00011042864207411185,0.028527158045319304
60,9,BCI,0.00022448772506322712,0.05799217206542266
60,10,BSAR,9.68639483289735e-07,0.00025022975117449785
60,11,d0MaxAmp,1.0085666701797891e-07,2.605441872603202e-05
60,12,d0MeanMaxAmp,9.110181764526715e-08,2.3534437274327924e-05
60,13,d0VarMaxAmp,3.5516876550900633e-08,9.175115546233491e-06
60,14,d0VarMeanAmp,3.0604765388630994e-09,7.906164223186354e-07
60,15,d0VarVarAmp,1.4876381015938023e-08,3.843032608326719e-06
60,16,d0MeanVarAmp,5.818139303670478e-09,1.5030066142994053e-06
60,17,d0MaxMaxFourAmp,1.0194057153967151e-07,2.6334425027074905e-05
60,18,d0MeanMaxFourAmp,2.1533641358928435e-07,5.5628103252877605e-05
60,19,d0VarMaxFourAmp,2.9203965912216745e-09,7.544294084217779e-07
60,20,d1MaxAmp,4.409212550626762e-08,1.139036946616793e-05
60,21,d1MeanMaxAmp,1.584997377790387e-08,4.094541945675437e-06
60,22,d1VarMaxAmp,1.8623245168214453e-09,4.810964331824648e-07
60,23,d1VarMeanAmp,8.94671536855185e-09,2.31121526545511e-06
60,24,d1VarVarAmp,1.1036144442755358e-08,2.850979880003985e-06
60,25,d1MeanVarAmp,1.864445842159057e-08,4.816444375954049e-06
60,26,d1MaxMaxFourAmp,9.517231447375707e-09,2.4585973399089577e-06
60,27,d1MeanMaxFourAmp,5.829026150649952e-09,1.5058190259941017e-06
60,28,d1VarMaxFourAmp,8.684686747528758e-09,2.243525110582915e-06
60,29,d2MaxAmp,3.7205143854635025e-08,9.611247579479482e-06
60,30,d2MeanMaxAmp,4.8319478196390264e-08,1.2482426345971812e-05
60,31,d2VarMaxAmp,1.032396745870301e-08,2.667002381062494e-06
60,32,d2VarMeanAmp,8.763876735429221e-09,2.263982351186556e-06
60,33,d2VarVarAmp,2.4899483364038133e-08,6.432312159521114e-06
60,34,d2MeanVarAmp,4.8400366381429194e-08,1.2503322283794321e-05
60,35,d2MaxMaxFourAmp,1.700159302231441e-08,4.392041068876485e-06
60,36,d2MeanMaxFourAmp,6.728966184255114e-08,1.7383015693611994e-05
60,37,d2VarMaxFourAmp,8.784777350001605e-09,2.269381630974408e-06
60,38,linelengthmean,5.4955485495611356e-08,1.4196713739705438e-05
60,39,kurtavg,1.0462493946761242e-06,0.00027027880879595153
60,40,shanavg,8.513450389102672e-09,2.199289425273596e-06
60,41,nlemean,1.3984619684492827e-08,3.612662878490067e-06
60,42,nleavgstd,9.759790309260552e-09,2.521257849522377e-06
60,43,deltakurtosis,3.19238388328813e-05,0.008246921982321506
60,44,thetakurtosis,0.0001554326736368239,0.0401531012512894
60,45,alphakurtosis,9.264903201255947e-05,0.02393413094036173
60,46,betakurtosis,7.686405297135934e-05,0.019856379159730767
60,47,deltameanrat,0.00018876772082876414,0.04876458231119816
60,48,thetameanrat,4.274386810720898e-05,0.011042072582440028
60,49,alphameanrat,5.4155509133124724e-05,0.013990054926407165
60,50,betameanrat,1.1569873095140792e-05,0.0029888586162986515
60,51,deltaminrat,0.0001622207200853154,0.04190666509322387
60,52,thetaminrat,5.8620211348170415e-05,0.015143426581818964
60,53,alphaminrat,3.7023270124336705e-05,0.009564263929666693
60,54,betaminrat,8.185100341506768e-06,0.0021144663800380117
60,55,deltastdrat,3.923033000319265e-05,0.010134416245198669
60,56,thetastdrat,2.5775680114747956e-05,0.006658661073324829
60,57,alphastdrat,1.1055360118916724e-05,0.0028559438877152734
60,58,betastdrat,3.3727617392287357e-06,0.0008712894171025963
60,59,deltapctrat,0.00024050723004620522,0.06213050920218195
60,60,thetapctrat,8.924675057642162e-05,0.023055215666023553
60,61,alphapctrat,4.898413681075908e-05,0.012654128369850338
60,62,betapctrat,4.445077502168715e-05,0.011483019807755792
60,63,deltathetamean,2.677936663531e-06,0.0006917944565924638
60,64,deltaalphamean,1.257171106772148e-06,0.0003247664571373522
60,65,thetaalphamean,2.0724577552755363e-05,0.005353803942215903
60,66,deltathetamin,2.411947752989363e-05,0.006230812355765692
60,67,deltaalphamin,7.40019549994031e-06,0.0019117010100638402
60,68,thetaalphamin,4.623513814294711e-05,0.011943976384005815
60,69,deltathetastd,6.415673396986676e-06,0.0016573682834944113
60,70,deltaalphastd,3.354763748575351e-06,0.0008666399754883211
60,71,thetaalphastd,4.241007900418481e-06,0.0010955844459763437
60,72,deltathetapct,3.844481852866011e-06,0.0009931494163033041
60,73,deltaalphapct,3.879159066855209e-06,0.0010021076208547766
60,74,thetaalphapct,5.1138881644874346e-06,0.001321076607973803
60,75,meanlogentropy,6.364493310684338e-05,0.01644146872968146
60,76,xcorrmean,1.4648156465568718e-08,3.7840750978844766e-06
60,77,xcorrstd,2.0197137928334996e-05,0.005217549857744724
60,78,corrmean,2.3789316401234828e-05,0.006145521451877282
60,79,geomeanamp,7.506771737553208e-08,1.9392329720363348e-05
60,80,harmmeanamp,1.3324539338555041e-07,3.442143563958075e-05
60,81,meanskewamp,2.012873301282525e-05,0.005199878737289275
60,82,stdskewamp,1.7419033611076884e-05,0.0044998789760216824
60,83,overallskewamp,2.6029199943877757e-05,0.0067241531422063275
60,84,meaniqrchannelamp,1.422931319439158e-07,3.675874834178709e-05
60,85,overalliqramp,7.401746415780508e-08,1.9121016599356247e-05
60,86,avgspectent,4.890164564130828e-05,0.012632818331222071
60,87,sdspectent,4.184312274446711e-06,0.0010809381997471314
60,88,pctchangepoint,1.8638242181623355e-05,0.004814838527537717
60,89,pctpeakpoint,0.00011384329263819382,0.02940926865069766
60,90,avgspectkurt,5.046859223512001e-05,0.013037609446014937
60,91,sdspectkurt,8.046445873333141e-05,0.02078647611890667
60,92,meanrms,2.0292195301863103e-07,5.242106138317199e-05
60,93,sdrms,1.5200065206499858e-07,3.926650317351264e-05
72,0,SignalSD,6.230384741456874e-08,1.6327177100824384e-05
72,1,lv_l5,2.267050695081707e-05,0.005940971501944647
72,2,lv_l10,9.447106276638806e-05,0.024756830223124207
72,3,lv_l20,0.0001241974823642522,0.03254685503681258
72,4,SIQ,0.00019142418750561774,0.05016410286814499
72,5,SIQ_delta,0.0004844945215154439,0.12696531892366086
72,6,SIQ_theta,0.000361997022992,0.09486395703677736
72,7,SIQ_alpha,0.0001880300260381773,0.04927463812901019
72,8,SIQ_beta,0.00010789493535412475,0.028274653828149737
72,9,BCI,0.00021620932966470718,0.05665922993161325
72,10,BSAR,8.971505849331152e-07,0.0002351048465569717
72,11,d0MaxAmp,1.1424252477354457e-07,2.9938085877932787e-05
72,12,d0MeanMaxAmp,9.384583421478965e-08,2.459298452636468e-05
72,13,d0VarMaxAmp,3.671510384606336e-08,9.621460433752643e-06
72,14,d0VarMeanAmp,3.0864137912089973e-09,8.088172186251321e-07
72,15,d0VarVarAmp,1.5002584063950053e-08,3.931536448338833e-06
72,16,d0MeanVarAmp,5.893443510984753e-09,1.5444198060078722e-06
72,17,d0MaxMaxFourAmp,9.3716131743804e-08,2.4558995048955587e-05
72,18,d0MeanMaxFourAmp,1.9905580472823203e-07,5.216402375794527e-05
72,19,d0VarMaxFourAmp,3.0705373799122526e-09,8.046566893845757e-07
72,20,d1MaxAmp,5.0658755412769096e-08,1.327549590682613e-05
72,21,d1MeanMaxAmp,1.7941806262911086e-08,4.701781037919183e-06
72,22,d1VarMaxAmp,2.4330057968313668e-09,6.375868935970276e-07
72,23,d1VarMeanAmp,8.985517219173289e-09,2.3547202471101977e-06
72,24,d1VarVarAmp,1.087614087680322e-08,2.8501719498555105e-06
72,25,d1MeanVarAmp,1.9698026321179896e-08,5.162011298316714e-06
72,26,d1MaxMaxFourAmp,1.0359249458247177e-08,2.7147167880497657e-06
72,27,d1MeanMaxFourAmp,6.000648866688607e-09,1.5725137504650553e-06
72,28,d1VarMaxFourAmp,9.014106794325016e-09,2.3622123535548217e-06
72,29,d2MaxAmp,4.471301906505687e-08,1.171737238199857e-05
72,30,d2MeanMaxAmp,4.858006974473028e-08,1.2730761184214455e-05
72,31,d2VarMaxAmp,1.0264409766591598e-08,2.6898633559407538e-06
72,32,d2VarMeanAmp,9.208355855605532e-09,2.413116735174989e-06
72,33,d2VarVarAmp,2.5472095543932483e-08,6.675148202447234e-06
