time_hr,AUC_mean,AUC_std,ACC_mean,ACC_std,ACC0_mean,ACC0_std,ACC1_mean,ACC1_std
16.833333333333332,0.725,0.18540496217739158,0.68,0.16431676725154987,0.9,0.13693063937629152,0.0,0.0
21.833333333333332,0.3666666666666667,0.2738612787525831,0.6535714285714285,0.09070303642285926,0.8333333333333334,0.16666666666666669,0.0,0.0
26.833333333333332,0.6434523809523809,0.18536673829033917,0.7044444444444444,0.16677774076541155,0.8071428571428572,0.13207044347928998,0.36666666666666664,0.4149966532662911
31.833333333333332,0.6444444444444445,0.2740373161036357,0.6872727272727273,0.17410930356180526,0.7888888888888889,0.15321905967246235,0.3333333333333333,0.31180478223116176
36.83333333333333,0.7124999999999999,0.16692688020008442,0.7054545454545454,0.172200152618932,0.7694444444444445,0.24128322070254407,0.4666666666666666,0.27386127875258304
41.83333333333333,0.7277777777777777,0.1348724820701135,0.7272727272727273,0.11134044285378086,0.8305555555555555,0.19154585564510346,0.3,0.2981423969999719
46.83333333333333,0.6953703703703704,0.18709661683986115,0.7893939393939394,0.10253893524659777,0.8833333333333332,0.11850405004278634,0.5,0.16666666666666666
51.83333333333333,0.7027777777777777,0.2735872177322018,0.6772727272727274,0.1763378612842802,0.6638888888888889,0.17134633903656818,0.7333333333333333,0.27888667551135854
56.83333333333333,0.7777777777777779,0.19772367133391322,0.7166666666666666,0.19184774055368894,0.7355555555555555,0.1520233900132184,0.6666666666666666,0.408248290463863
61.83333333333333,0.7777777777777779,0.2095131203515696,0.7651515151515151,0.1471921153615564,0.8,0.14487116456005888,0.6666666666666666,0.23570226039551584
66.83333333333333,0.7303703703703703,0.08913546048291159,0.6884615384615385,0.06912979340791235,0.828888888888889,0.11695730992836237,0.26666666666666666,0.2788866755113585
71.83333333333333,0.7,0.08114408259335798,0.6782051282051282,0.12350353414145947,0.7444444444444445,0.19876159799998128,0.4999999999999999,0.28867513459481287
76.83333333333333,0.8099999999999999,0.10439255343471594,0.7012820512820513,0.12074445823560108,0.7488888888888889,0.14648136442379553,0.5666666666666667,0.3651483716701107
81.83333333333333,0.7548148148148147,0.08878852358519627,0.6833333333333333,0.09106174798502445,0.7488888888888889,0.14648136442379553,0.5,0.16666666666666666
86.83333333333333,0.6859259259259259,0.1310085390781283,0.6653846153846155,0.1343403784351768,0.7044444444444443,0.07601169500660922,0.5499999999999999,0.3890872509976251
91.83333333333333,0.6948148148148148,0.2112345318238527,0.6833333333333333,0.14186811295254237,0.8133333333333332,0.17522472343737258,0.31666666666666665,0.23863035105460587
96.83333333333333,0.6059259259259259,0.05697868588093965,0.6115384615384616,0.11570468428070249,0.6599999999999999,0.21105262347704473,0.4666666666666666,0.2251542681017716
101.83333333333333,0.5070370370370371,0.15177504832786104,0.6115384615384616,0.10212244651809041,0.7488888888888889,0.13277661552257472,0.26666666666666666,0.2788866755113585
106.83333333333333,0.5766666666666667,0.18544241394268163,0.676923076923077,0.1376041832307563,0.7933333333333332,0.17188138315868653,0.3833333333333333,0.28625940062196115
111.83333333333333,0.5900000000000001,0.1648231375343482,0.6307692307692307,0.10029542161850231,0.7333333333333334,0.14677605348469894,0.3666666666666666,0.2472066162365221
116.83333333333333,0.6666666666666667,0.20649186155606447,0.6692307692307692,0.1140953613399333,0.7955555555555556,0.07140564005804281,0.31666666666666665,0.23863035105460587
120.0,0.6799999999999999,0.20729742454314823,0.6989010989010989,0.09754875174141606,0.7555555555555555,0.11249142628509218,0.5666666666666667,0.3651483716701107
