block_end_hr,feature_index,feature,importance,norm_importance
24,55,deltastdrat,6.239229696802795e-05,0.017144318863346195
24,56,thetastdrat,1.0665535228326917e-05,0.002930703719665733
24,57,alphastdrat,1.4464976629824378e-05,0.003974724184615932
24,58,betastdrat,2.7700640202965587e-05,0.00761165450603348
24,59,deltapctrat,0.00017875374760478735,0.049118423200944145
24,60,thetapctrat,7.508147973567247e-05,0.020631085756946135
24,61,alphapctrat,2.9950659154565074e-05,0.008229920609853328
24,62,betapctrat,9.993310231948271e-05,0.027459879735579566
24,63,deltathetamean,2.4383484742429573e-06,0.0006700157835797699
24,64,deltaalphamean,2.515316282369895e-06,0.000691165199595296
24,65,thetaalphamean,3.687064236146398e-05,0.01013141172964445
24,66,deltathetamin,3.634858876466751e-05,0.009987960474246339
24,67,deltaalphamin,1.3576701348938514e-05,0.0037306415751595197
24,68,thetaalphamin,4.6465305786114186e-05,0.012767858488816997
24,69,deltathetastd,5.079937182017602e-06,0.0013958784511316708
24,70,deltaalphastd,3.8065254557295702e-06,0.0010459670399362547
24,71,thetaalphastd,2.9614293453050777e-06,0.0008137493160926269
24,72,deltathetapct,2.6738603082776535e-06,0.0007347303425076351
24,73,deltaalphapct,5.506911293196026e-06,0.0015132035163105961
24,74,thetaalphapct,1.1574685231607873e-05,0.0031805223400452353
24,75,meanlogentropy,5.961059650871903e-05,0.016379955921537098
24,76,xcorrmean,3.0166916076268535e-08,8.28934425351225e-06
24,77,xcorrstd,5.747624163632281e-05,0.015793472296504855
24,78,corrmean,3.4024724300252274e-05,0.00934940290689872
24,79,geomeanamp,2.622343515668035e-07,7.205744232317545e-05
24,80,harmmeanamp,2.405736552191229e-07,6.610545941770472e-05
24,81,meanskewamp,1.6209993191296235e-05,0.004454224408289763
24,82,stdskewamp,2.7089694413007237e-05,0.007443777220851428
24,83,overallskewamp,2.4016017050598748e-05,0.006599184100466977
24,84,meaniqrchannelamp,4.5054353137174985e-08,1.2380153222461882e-05
24,85,overalliqramp,3.051089834116283e-07,8.38386460168449e-05
24,86,avgspectent,8.342100773006678e-05,0.022922643113441016
24,87,sdspectent,3.5959055821876973e-06,0.0009880923591433694
24,88,pctchangepoint,8.168218482751399e-05,0.022444844799595798
24,89,pctpeakpoint,7.826442742953077e-05,0.02150570446535532
24,90,avgspectkurt,2.2562961021321826e-05,0.006199909556928423
24,91,sdspectkurt,9.133075218414888e-05,0.025096103422457335
24,92,meanrms,1.7329840318325296e-07,4.761938936476257e-05
24,93,sdrms,4.809382403436757e-07,0.00013215347000694372
36,0,SignalSD,1.5919803786346165e-07,3.7437060902327073e-05
36,1,lv_l5,1.6282567230518907e-05,0.00382901365642445
36,2,lv_l10,0.00013401707110460848,0.03151549680026709
36,3,lv_l20,0.00017635812400840223,0.0414724321840278
36,4,SIQ,0.000186526493052952,0.043863629062500874
36,5,SIQ_delta,0.00043927517253905535,0.10330008841773082
36,6,SIQ_theta,0.00018473521049600095,0.04344239049023048
36,7,SIQ_alpha,6.252615276025608e-05,0.014703669845990988
36,8,SIQ_beta,3.3746346161933616e-05,0.007935801429781826
36,9,BCI,0.00018648682453203946,0.0438543006005849
36,10,BSAR,2.5315737275377614e-06,0.0005953256779323318
36,11,d0MaxAmp,1.3720534752792446e-07,3.2265252891705254e-05
36,12,d0MeanMaxAmp,6.465559465596016e-08,1.5204430075245908e-05
36,13,d0VarMaxAmp,5.2455582988386595e-08,1.233547147539322e-05
36,14,d0VarMeanAmp,1.1112384790123997e-08,2.6131919195811068e-06
36,15,d0VarVarAmp,7.4058235099983e-08,1.7415557973992187e-05
36,16,d0MeanVarAmp,9.296959291305029e-08,2.1862758854700986e-05
36,17,d0MaxMaxFourAmp,1.3863332526398153e-07,3.260105658746303e-05
36,18,d0MeanMaxFourAmp,1.952374759639497e-07,4.591210655716602e-05
36,19,d0VarMaxFourAmp,1.1413193057308035e-08,2.6839300867697678e-06
36,20,d1MaxAmp,2.4596246817054634e-07,5.784061175731882e-05
36,21,d1MeanMaxAmp,1.502645545770065e-07,3.533626014904277e-05
36,22,d1VarMaxAmp,5.6119876745697184e-08,1.3197167953550242e-05
36,23,d1VarMeanAmp,2.103519314289315e-08,4.946642668159704e-06
36,24,d1VarVarAmp,5.2588713828072287e-08,1.2366778565732899e-05
36,25,d1MeanVarAmp,2.533055898368275e-08,5.956742256933109e-06
36,26,d1MaxMaxFourAmp,2.7370379740432327e-08,6.436427150824579e-06
36,27,d1MeanMaxFourAmp,7.498621101831304e-08,1.763378108425571e-05
36,28,d1VarMaxFourAmp,2.346866168068118e-08,5.518897898661993e-06
36,29,d2MaxAmp,1.15946221512786e-07,2.7265950098528993e-05
36,30,d2MeanMaxAmp,3.763934159906057e-07,8.851279467251113e-05
36,31,d2VarMaxAmp,2.724549474919513e-08,6.407059156812346e-06
36,32,d2VarMeanAmp,1.9252855310014638e-08,4.527507540029404e-06
36,33,d2VarVarAmp,6.473154456898556e-08,1.5222290480798751e-05
36,34,d2MeanVarAmp,2.282741036196967e-07,5.368101035870946e-05
36,35,d2MaxMaxFourAmp,4.041269718868534e-08,9.503462644292778e-06
36,36,d2MeanMaxFourAmp,2.3522396475073037e-07,5.531534189895352e-05
36,37,d2VarMaxFourAmp,1.268330063197709e-08,2.982608985476883e-06
36,38,linelengthmean,1.7393080042893416e-07,4.09016220038663e-05
36,39,kurtavg,2.5409444788238034e-06,0.000597529306766608
36,40,shanavg,6.862885015834763e-08,1.6138782095029978e-05
36,41,nlemean,5.2831765628980065e-08,1.242393470405672e-05
36,42,nleavgstd,2.4098488538015772e-08,5.667008181504669e-06
36,43,deltakurtosis,0.0001252958463737741,0.02946461083601198
36,44,thetakurtosis,0.0001660579873714596,0.03905024879687933
36,45,alphakurtosis,0.0001494519237894565,0.03514516163619107
36,46,betakurtosis,9.670719009591267e-05,0.02274169338958007
36,47,deltameanrat,0.0002606358320917934,0.06129120465490764
36,48,thetameanrat,7.40964460419491e-05,0.01742454367118242
36,49,alphameanrat,6.410617788787931e-05,0.015075229054407679
36,50,betameanrat,3.4574906749185175e-05,0.008130645999366333
36,51,deltaminrat,0.00020075390057172626,0.04720935071152897
36,52,thetaminrat,6.580135959666222e-05,0.015473868520847875
36,53,alphaminrat,5.814165706397034e-05,0.013672610452227485
36,54,betaminrat,2.545707320678048e-05,0.005986493381624624
36,55,deltastdrat,7.277725671883672e-05,0.01711432269299791
36,56,thetastdrat,1.5686973711126484e-05,0.003688953696152521
36,57,alphastdrat,1.63702843565261e-05,0.0038496412435014013
36,58,betastdrat,3.0959126888774335e-05,0.007280358064538236
36,59,deltapctrat,0.0002145935723092407,0.05046389229168282
36,60,thetapctrat,8.949419134296477e-05,0.02104548232299571
36,61,alphapctrat,3.307880979264155e-05,0.007778823366188235
36,62,betapctrat,0.00010883984941756353,0.025594813390477256
36,63,deltathetamean,4.020413598482264e-06,0.0009454417325671659
36,64,deltaalphamean,3.423525868129218e-06,0.0008050774252366705
36,65,thetaalphamean,4.406851439853199e-05,0.010363165774868965
36,66,deltathetamin,4.352714313426986e-05,0.010235856737251721
36,67,deltaalphamin,1.738772334647365e-05,0.004088902517963446
36,68,thetaalphamin,6.480966840172186e-05,0.015240662105997931
36,69,deltathetastd,7.891440873208921e-06,0.0018557537300228353
36,70,deltaalphastd,5.250120011623949e-06,0.0012346198813597492
36,71,thetaalphastd,4.412530415720539e-06,0.0010376520472468367
36,72,deltathetapct,3.5250341170467436e-06,0.0008289481371362308
36,73,deltaalphapct,8.252321094914805e-06,0.0019406184370240342
36,74,thetaalphapct,1.338867878075689e-05,0.003148485933895611
36,75,meanlogentropy,7.413248386001214e-05,0.01743301833586874
36,76,xcorrmean,2.9923480582283446e-08,7.036815151763001e-06
36,77,xcorrstd,6.478442810475826e-05,0.01523472658978617
36,78,corrmean,4.122080281376839e-05,0.009693497018508457
36,79,geomeanamp,2.9921034183644224e-07,7.036239855885759e-05
36,80,harmmeanamp,2.4785384766801144e-07,5.828538915775854e-05
36,81,meanskewamp,2.020185456785839e-05,0.004750674505457901
36,82,stdskewamp,3.2642863516230136e-05,0.0076763061020360575
36,83,overallskewamp,3.3163552870973945e-05,0.007798751575273962
36,84,meaniqrchannelamp,6.133992513923658e-08,1.4424716183696374e-05
36,85,overalliqramp,3.318949097774748e-07,7.804851188661187e-05
36,86,avgspectent,0.00010499308700673282,0.024690207526084848
36,87,sdspectent,4.8469896682945546e-06,0.0011398196224034019
36,88,pctchangepoint,9.269682050216943e-05,0.021798613608341982
36,89,pctpeakpoint,9.187162504531443e-05,0.02160456038388516
36,90,avgspectkurt,3.093308987445198e-05,0.007274235192020568
36,91,sdspectkurt,0.00010828652011696249,0.02546469229725493
36,92,meanrms,1.858762033180028e-07,4.371070672289057e-05
36,93,sdrms,5.602709620688984e-07,0.00013175349652718793
48,0,SignalSD,4.685171575147251e-07,9.881512011489262e-05
48,1,lv_l5,1.9512546714395285e-05,0.004115398158646567
48,2,lv_l10,0.00015370381879620254,0.03241772701992688
48,3,lv_l20,0.00019808988145086914,0.041779207260936375
48,4,SIQ,0.00020689396478701383,0.043636079604688946
48,5,SIQ_delta,0.00048551184590905905,0.10239947588087862
48,6,SIQ_theta,0.00020620180293917656,0.04349009550349659
48,7,SIQ_alpha,7.95675950939767e-05,0.016781629744727838
48,8,SIQ_beta,3.759266110137105e-05,0.007928681506298264
48,9,BCI,0.00023290480021387339,0.04912203414395905
48,10,BSAR,2.764985993053415e-06,0.000583164177954319
48,11,d0MaxAmp,2.755090804384963e-07,5.810771801973545e-05
48,12,d0MeanMaxAmp,2.1898692637023487e-07,4.6186610427785245e-05
48,13,d0VarMaxAmp,2.628901825119101e-07,5.5446261775640495e-05
48,14,d0VarMeanAmp,1.333989700924576e-07,2.8135224167270484e-05
48,15,d0VarVarAmp,2.9595011596939e-07,6.241894408448115e-05
48,16,d0MeanVarAmp,3.4228241929668e-07,7.219090663708394e-05
48,17,d0MaxMaxFourAmp,3.380314694823028e-07,7.129433730174032e-05
48,18,d0MeanMaxFourAmp,2.850807732102112e-07,6.012648714220911e-05
48,19,d0VarMaxFourAmp,4.859253266431551e-08,1.0248668324938062e-05
48,20,d1MaxAmp,5.419048534349713e-07,0.00011429334512970742
48,21,d1MeanMaxAmp,7.043084337965411e-07,0.00014854594195165574
48,22,d1VarMaxAmp,2.2776681873892812e-07,4.803838064599969e-05
48,23,d1VarMeanAmp,8.027078024497314e-08,1.6929938774705118e-05
48,24,d1VarVarAmp,2.1195756971792434e-07,4.470404631932641e-05
48,25,d1MeanVarAmp,1.5816594611806067e-07,3.3358835878386345e-05
48,26,d1MaxMaxFourAmp,1.6295798843657394e-07,3.436952722598049e-05
48,27,d1MeanMaxFourAmp,1.8303134652342123e-07,3.8603206310398496e-05
48,28,d1VarMaxFourAmp,6.710592259651094e-08,1.4153333971737214e-05
48,29,d2MaxAmp,2.1997954036123701e-07,4.639596299721706e-05
48,30,d2MeanMaxAmp,8.630880188320589e-07,0.00018203420063209557
48,31,d2VarMaxAmp,9.294916480939719e-08,1.960394136671689e-05
48,32,d2VarMeanAmp,1.0601156219536279e-07,2.23589362393264e-05
48,33,d2VarVarAmp,3.967636814650177e-07,8.368156899346957e-05
48,34,d2MeanVarAmp,7.859562742851267e-07,0.00016576631699149108
48,35,d2MaxMaxFourAmp,1.5253215224220185e-07,3.2170610410831214e-05
48,36,d2MeanMaxFourAmp,7.229573384393007e-07,0.00015247918905419657
48,37,d2VarMaxFourAmp,5.555364168685628e-08,1.1716838301559697e-05
48,38,linelengthmean,4.2854762227761967e-07,9.038513124032964e-05
48,39,kurtavg,2.7608427899394883e-06,0.0005822903335138404
48,40,shanavg,2.8337473167994176e-07,5.976666531705158e-05
48,41,nlemean,3.278144617979706e-07,6.913946458182218e-05
48,42,nleavgstd,1.1341393957309265e-07,2.3920174281485295e-05
48,43,deltakurtosis,0.000137248047394678,0.028947034428324716
48,44,thetakurtosis,0.00016466339002363384,0.03472921408048839
48,45,alphakurtosis,0.00014719757018610835,0.031045491814466763
48,46,betakurtosis,0.00010183257836615667,0.02147754527547847
48,47,deltameanrat,0.0003018282004632056,0.06365869297304479
48,48,thetameanrat,7.590340101160109e-05,0.016008813269244023
48,49,alphameanrat,6.385964661603794e-05,0.013468660751575693
48,50,betameanrat,3.4351509384578094e-05,0.007245089046409705
48,51,deltaminrat,0.0002388441498624161,0.05037470448806837
48,52,thetaminrat,7.139221270335838e-05,0.015057356940719082
48,53,alphaminrat,6.077180296415463e-05,0.01281740255011427
48,54,betaminrat,2.709022919589188e-05,0.005713609862511584
48,55,deltastdrat,7.4658943049144e-05,0.015746344198334348
48,56,thetastdrat,1.689885903033428e-05,0.0035641443607849882
48,57,alphastdrat,1.6929225239437073e-05,0.0035705489087333358
48,58,betastdrat,3.168771218042821e-05,0.006683266631866619
48,59,deltapctrat,0.00024234908050857484,0.05111393065564722
48,60,thetapctrat,9.664288518251851e-05,0.020382985242670012
48,61,alphapctrat,3.5573073546402156e-05,0.007502729577695689
48,62,betapctrat,0.00011006808199454099,0.02321449827110031
48,63,deltathetamean,5.235471235209843e-06,0.0011042150979264109
48,64,deltaalphamean,4.222069037496112e-06,0.0008904780804328068
48,65,thetaalphamean,5.455435530166142e-05,0.01150607845509857
48,66,deltathetamin,5.0944381655426696e-05,0.010744697631061045
48,67,deltaalphamin,2.404699807811994e-05,0.005071760906466551
48,68,thetaalphamin,8.32851292216219e-05,0.017565696188106546
48,69,deltathetastd,9.33039245865075e-06,0.001967876387732257
48,70,deltaalphastd,6.728038442815887e-06,0.0014190129778621219
48,71,thetaalphastd,5.977560704195639e-06,0.0012607294514301534
48,72,deltathetapct,3.974345872848062e-06,0.0008382306997823573
48,73,deltaalphapct,1.0265683158650063e-05,0.002165138881496681
48,74,thetaalphapct,1.7590526113053784e-05,0.003710024110890612
48,75,meanlogentropy,8.568019984522834e-05,0.018070841384091995
48,76,xcorrmean,2.5672130732345977e-07,5.414518211837876e-05
48,77,xcorrstd,6.636131729464978e-05,0.013996289003028073
48,78,corrmean,4.8238107410725206e-05,0.010173916368806815
48,79,geomeanamp,4.29450011552035e-07,9.057545448273712e-05
48,80,harmmeanamp,3.303061077986058e-07,6.966497852488161e-05
48,81,meanskewamp,2.1918203856330365e-05,0.0046227761609731795
48,82,stdskewamp,3.705703420564532e-05,0.007815712247459026
48,83,overallskewamp,3.77890610252507e-05,0.00797010428400756
48,84,meaniqrchannelamp,1.507385150034679e-07,3.179231374368628e-05
48,85,overalliqramp,5.869924848411756e-07,0.00012380279348531018
48,86,avgspectent,0.00012325512943789363,0.02599578313159066
48,87,sdspectent,5.227975179877831e-06,0.0011026341022336386
48,88,pctchangepoint,9.955628047464415e-05,0.02099745047860859
48,89,pctpeakpoint,9.613620932213962e-05,0.020276122056979564
48,90,avgspectkurt,3.635654866229743e-05,0.007667972592689836
48,91,sdspectkurt,0.00011933520727325231,0.025169030955438206
48,92,meanrms,3.9813477314964985e-07,8.397074642770515e-05
48,93,sdrms,1.2713235264527611e-06,0.00026813529655500426
60,0,SignalSD,4.7245129053408164e-07,9.332325715698553e-05
60,1,lv_l5,2.252495505672414e-05,0.004449352166721549
60,2,lv_l10,0.00016767856141086668,0.0331215298164814
60,3,lv_l20,0.000212452607229352,0.04196574270275297
60,4,SIQ,0.00021998342708684504,0.043453304811789176
60,5,SIQ_delta,0.0005147260380908847,0.10167378390235712
60,6,SIQ_theta,0.00021765087149105966,0.04299255533335645
60,7,SIQ_alpha,9.270385635318235e-05,0.018311783667925418
60,8,SIQ_beta,4.0871291275834665e-05,0.008073302163617704
60,9,BCI,0.00026823286316357553,0.05298401119546331
60,10,BSAR,2.77226035905187e-06,0.0005476043172650652
60,11,d0MaxAmp,3.435217763581022e-07,6.785582284652264e-05
60,12,d0MeanMaxAmp,2.1150037810002686e-07,4.1777648976079205e-05
60,13,d0VarMaxAmp,3.038456100057374e-07,6.001859359201186e-05
60,14,d0VarMeanAmp,1.1578886471852456e-07,2.2871763109858136e-05
60,15,d0VarVarAmp,4.1494428160149255e-07,8.19639033135909e-05
60,16,d0MeanVarAmp,3.6608267350857204e-07,7.231227465150234e-05
60,17,d0MaxMaxFourAmp,4.125885197936441e-07,8.149856991436169e-05
60,18,d0MeanMaxFourAmp,3.4842446439142805e-07,6.882425033367655e-05
60,19,d0VarMaxFourAmp,8.91511717782123e-08,1.7610022231708813e-05
60,20,d1MaxAmp,5.696982725567068e-07,0.00011253244399353521
60,21,d1MeanMaxAmp,7.690045435992943e-07,0.00015190139219659974
60,22,d1VarMaxAmp,2.7921402079300606e-07,5.5153118186734845e-05
60,23,d1VarMeanAmp,1.8393679113160033e-07,3.633301634121959e-05
60,24,d1VarVarAmp,3.50717130004341e-07,6.927712034769849e-05
60,25,d1MeanVarAmp,1.4667860170902713e-07,2.8973409832883364e-05
60,26,d1MaxMaxFourAmp,1.915393994522674e-07,3.7834758818357064e-05
60,27,d1MeanMaxFourAmp,1.9440668097558955e-07,3.8401132656896014e-05
60,28,d1VarMaxFourAmp,1.437258987380119e-07,2.8390162704146032e-05
60,29,d2MaxAmp,2.3114478153729578e-07,4.565800606347205e-05
60,30,d2MeanMaxAmp,8.970888529802323e-07,0.00017720187328666018
60,31,d2VarMaxAmp,1.4143715532100032e-07,2.793806744109643e-05
60,32,d2VarMeanAmp,9.989510374452948e-08,1.97322700609746e-05
60,33,d2VarVarAmp,4.6630731276309234e-07,9.210963782949747e-05
60,34,d2MeanVarAmp,8.342694854945876e-07,0.00016479316977846412
60,35,d2MaxMaxFourAmp,1.671033373895625e-07,3.3007905871878856e-05
60,36,d2MeanMaxFourAmp,8.640349165034422e-07,0.00017067273245102596
60,37,d2VarMaxFourAmp,8.027664222254316e-08,1.5857037277567312e-05
60,38,linelengthmean,5.273207079881104e-07,0.00010416160781389186
60,39,kurtavg,2.9255070330691524e-06,0.0005778751177778555
60,40,shanavg,3.0562699748770683e-07,6.037047088689264e-05
60,41,nlemean,3.1554392876387283e-07,6.23293613508124e-05
60,42,nleavgstd,1.0985706921928795e-07,2.1700056125732594e-05
60,43,deltakurtosis,0.0001454880111850798,0.02873823260327012
60,44,thetakurtosis,0.00016275318921543658,0.032148621529008256
60,45,alphakurtosis,0.00014302531781140715,0.028251777022314354
60,46,betakurtosis,0.00010409575770609081,0.02056202482667572
60,47,deltameanrat,0.00033404212445020676,0.06598330813339917
60,48,thetameanrat,7.54265784053132e-05,0.014899004646665881
60,49,alphameanrat,6.134498835308477e-05,0.012117469542511979
60,50,betameanrat,3.38050231221132e-05,0.006677502907138808
60,51,deltaminrat,0.0002713387948460877,0.05359752557657854
60,52,thetaminrat,7.413329876726493e-05,0.01464354324639955
60,53,alphaminrat,6.0617174312938005e-05,0.011973704506429001
60,54,betaminrat,2.6415225875098258e-05,0.005217796980541472
60,55,deltastdrat,7.329056825255975e-05,0.014477078770349618
60,56,thetastdrat,1.7561913409736007e-05,0.0034690030361707236
60,57,alphastdrat,1.6636704458505847e-05,0.003286246602630262
60,58,betastdrat,3.2283456675941125e-05,0.00637694803601752
60,59,deltapctrat,0.00026293008704669774,0.05193655434834182
60,60,thetapctrat,9.90815824479796e-05,0.019571575278926733
60,61,alphapctrat,3.577770257834345e-05,0.007067166086964111
60,62,betapctrat,0.00010948347335215658,0.02162625977068047
60,63,deltathetamean,6.3384786699316464e-06,0.0012520390710107016
60,64,deltaalphamean,4.8585816330160014e-06,0.0009597151542195868
60,65,thetaalphamean,6.337493687169626e-05,0.012518445074621687
60,66,deltathetamin,5.777378464699723e-05,0.01141205002413912
60,67,deltaalphamin,3.077605288126506e-05,0.006079190712059438
60,68,thetaalphamin,9.811673953663558e-05,0.01938098995312592
60,69,deltathetastd,9.93312551145209e-06,0.0019620893096300804
60,70,deltaalphastd,8.16523879620945e-06,0.0016128788198788505
60,71,thetaalphastd,6.928528819116764e-06,0.0013685916192018002
60,72,deltathetapct,4.300742602936225e-06,0.0008495252652312681
60,73,deltaalphapct,1.1980401723121759e-05,0.0023664875792528514
60,74,thetaalphapct,2.1164574718568474e-05,0.004180636371733474
60,75,meanlogentropy,9.374482033308595e-05,0.018517405180945065
60,76,xcorrmean,2.6546973685981357e-07,5.243821112724525e-05
60,77,xcorrstd,6.537909939652309e-05,0.012914327101904063
60,78,corrmean,5.2850729844067246e-05,0.010439599490979607
60,79,geomeanamp,4.5099059775566275e-07,8.908412861388554e-05
60,80,harmmeanamp,3.8583505101996707e-07,7.621395984718455e-05
60,81,meanskewamp,2.2300564523902722e-05,0.004405028326745552
60,82,stdskewamp,3.861572258756496e-05,0.00762775990148803
60,83,overallskewamp,3.904273035004735e-05,0.0077121067029987745
60,84,meaniqrchannelamp,1.6749078213251778e-07,3.30844377940164e-05
60,85,overalliqramp,6.068219136068365e-07,0.00011986547317503758
60,86,avgspectent,0.00013711067731492221,0.027083458664202545
60,87,sdspectent,5.324499397829641e-06,0.0010517478446807733
60,88,pctchangepoint,0.00010382252366980538,0.02050805293424321
60,89,pctpeakpoint,9.757423686096445e-05,0.01927382945272221
60,90,avgspectkurt,4.007501411251724e-05,0.007916013613518702
60,91,sdspectkurt,0.00012618258188012987,0.02492483304304206
60,92,meanrms,4.291460413696768e-07,8.476917552997059e-05
60,93,sdrms,1.4741798395334627e-06,0.00029119459935203755
72,0,SignalSD,5.263884759187931e-07,9.937297151903129e-05
72,1,lv_l5,2.395627052464988e-05,0.004522526418141991
72,2,lv_l10,0.00017610219947528094,0.033245026541188154
72,3,lv_l20,0.00021982888574711978,0.04149986293730905
72,4,SIQ,0.0002307405084138736,0.043559787153159515
72,5,SIQ_delta,0.0005341665237210691,0.10084133140548229
72,6,SIQ_theta,0.00022872266708873212,0.04317885387344968
72,7,SIQ_alpha,0.00010302726150257513,0.019449751640380975
72,8,SIQ_beta,4.36369409726467e-05,0.008237894047516047
72,9,BCI,0.0002956802200060338,0.05581927307605687
72,10,BSAR,2.727932269408484e-06,0.0005149860760925854
72,11,d0MaxAmp,4.1135791661872645e-07,7.765720642141688e-05
72,12,d0MeanMaxAmp,4.506329958076094e-07,8.50716569730408e-05
72,13,d0VarMaxAmp,3.2894627111090813e-07,6.209932383747457e-05
72,14,d0VarMeanAmp,1.4196771758179239e-07,2.6801031179971653e-05
72,15,d0VarVarAmp,4.957055352861062e-07,9.35805670020249e-05
72,16,d0MeanVarAmp,6.363856073221541e-07,0.0001201385131411994
72,17,d0MaxMaxFourAmp,4.3366659951971087e-07,8.186869700672489e-05
72,18,d0MeanMaxFourAmp,4.04983069302034e-07,7.645374633476868e-05
72,19,d0VarMaxFourAmp,1.1198105909215883e-07,2.1140072598308134e-05
72,20,d1MaxAmp,7.460792517122172e-07,0.0001408467617037575
72,21,d1MeanMaxAmp,9.69158463703934e-07,0.0001829602295965476
72,22,d1VarMaxAmp,3.0067772627262457e-07,5.676271517370021e-05
72,23,d1VarMeanAmp,1.858044953451099e-07,3.507665093125263e-05
72,24,d1VarVarAmp,3.9801810203243804e-07,7.513888188431798e-05
72,25,d1MeanVarAmp,2.9138334411982214e-07,5.5008097785192045e-05
72,26,d1MaxMaxFourAmp,2.2181292536060937e-07,4.1874415042880495e-05
72,27,d1MeanMaxFourAmp,3.916977107110142e-07,7.394570214063781e-05
72,28,d1VarMaxFourAmp,1.3571499835052236e-07,2.5620626747672965e-05
72,29,d2MaxAmp,2.657017716956034e-07,5.015986443315806e-05
72,30,d2MeanMaxAmp,1.4042396969671245e-06,0.00026509598480293253
72,31,d2VarMaxAmp,1.488001117877502e-07,2.8090868146197688e-05
72,32,d2VarMeanAmp,1.1945741107410868e-07,2.2551477571169224e-05
72,33,d2VarVarAmp,5.694193987437757e-07,0.00010749645990061263
72,34,d2MeanVarAmp,1.4674754993393435e-06,0.0002770338023570673
72,35,d2MaxMaxFourAmp,2.4109064611366193e-07,4.551371279156538e-05
72,36,d2MeanMaxFourAmp,1.2871527133029304e-06,0.00024299200262018763
