time_hr,AUC_mean,AUC_std,ACC_mean,ACC_std,ACC0_mean,ACC0_std,ACC1_mean,ACC1_std
16.0,0.425,0.27386127875258304,0.5666666666666667,0.20275875100994067,0.7,0.27386127875258304,0.2,0.447213595499958
21.0,0.38809523809523816,0.19298937265866142,0.65,0.10458250331675945,0.8238095238095239,0.18565322561540884,0.0,0.0
26.0,0.6428571428571429,0.2607693190448256,0.6799999999999999,0.13038404810405302,0.7714285714285715,0.16041639058196933,0.36666666666666664,0.4149966532662911
31.0,0.7069444444444445,0.16200065729176216,0.6654545454545454,0.10802509656373056,0.763888888888889,0.1339395939026799,0.3,0.2981423969999719
36.0,0.7777777777777778,0.17677669529663687,0.7054545454545454,0.11455988365107904,0.7666666666666666,0.18092910077202295,0.4666666666666666,0.27386127875258304
41.0,0.7222222222222222,0.18865385704452953,0.690909090909091,0.1521200048243774,0.763888888888889,0.18320702719823498,0.36666666666666664,0.3415650255319866
46.0,0.825925925925926,0.10987936083223213,0.7757575757575758,0.1242054638298133,0.8416666666666666,0.16770509831248423,0.5666666666666667,0.14907119849998596
51.0,0.7722222222222223,0.17587718623087062,0.8121212121212121,0.06634737589639793,0.8194444444444444,0.05726535591135637,0.7666666666666666,0.22360679774997896
56.0,0.8222222222222222,0.13708707795053143,0.8,0.09501461875826152,0.8688888888888888,0.09375565826546216,0.6,0.27888667551135854
61.0,0.7607407407407407,0.05565423335188692,0.7051282051282051,0.042278544738054244,0.7844444444444444,0.1299572579307862,0.4666666666666666,0.2981423969999719
66.0,0.8014814814814815,0.10844328070616224,0.7615384615384616,0.11779881778997324,0.8333333333333333,0.11493422703098445,0.5333333333333333,0.29814239699997197
71.0,0.7711111111111111,0.21584046336158255,0.7756410256410258,0.1359820733051053,0.8711111111111111,0.1417701147354363,0.4833333333333333,0.20749832663314555
76.0,0.648888888888889,0.19461896929610056,0.7,0.13973770865065346,0.7866666666666667,0.14085278191373965,0.45,0.2006932429798716
81.0,0.8085185185185185,0.11472218485635959,0.7474358974358974,0.1237694193450992,0.8311111111111111,0.15120911854403557,0.4999999999999999,0.16666666666666666
86.0,0.7525925925925925,0.23408755235456785,0.7307692307692308,0.2066748582711988,0.7888888888888889,0.18592445034090568,0.5499999999999999,0.30956959368344517
91.0,0.6970370370370371,0.11413778884422836,0.7179487179487178,0.1611513473073915,0.7844444444444444,0.1709811916593008,0.5,0.37267799624996495
96.0,0.578888888888889,0.1160300088897823,0.5794871794871794,0.1111768378906605,0.6822222222222222,0.23142073276946373,0.29999999999999993,0.29814239699997197
101.0,0.6599999999999999,0.1376276063320559,0.6307692307692307,0.1002954216185023,0.7733333333333332,0.12731801342783305,0.25,0.2763853991962833
106.0,0.6666666666666666,0.15986105077709065,0.7692307692307693,0.09421114395319914,0.9155555555555555,0.04753166585823876,0.35,0.355512150128359
111.0,0.6155555555555555,0.09406787672791794,0.6307692307692307,0.10029542161850231,0.7333333333333333,0.10743933114340953,0.3666666666666666,0.2472066162365221
116.0,0.6977777777777778,0.11335239491117409,0.6670329670329671,0.12682670809893193,0.7577777777777778,0.14915399284044298,0.41666666666666663,0.16666666666666666
120.0,0.8,0.14337208778404378,0.7483516483516484,0.11722756354368868,0.82,0.216794833886788,0.5333333333333333,0.2251542681017716
